Ingredient,Quantity,Unit,Category,Recipe,Recipe Category,Recipe Difficulty,Calories,Carbohydrates,Proteins,Fats,Vitamins,Minerals,Dietary Preferences,Dietary Restrictions,Health Goals,Rating,Comments,Ingredient Substitutions,Serving Size,Prep Time (mins),Cook Time (mins)
Beef,96,grams,Proteins,Beef Stir-Fry,Dinner,Medium,368,26,25,15,Vitamin A,Iron,Italian Cuisine,Allergy: Nuts,Weight Loss,1,Delicious!,Almond milk instead of cow milk,4,20,71
Lettuce,110,ounces,Vegetables,Lettuce Wraps,Lunch,Easy,401,50,43,36,Vitamin C,Calcium,Spicy Food,Dairy-Free,Muscle Gain,5,Needs more seasoning,Tofu instead of chicken,2,30,43
Potato,162,cups,Grains,Mashed Potatoes,Side Dish,Medium,399,15,31,21,Vitamin D,Potassium,Low-Carb,Low-Sodium,Maintenance,1,Too salty,,2,40,110
Carrot,164,pieces,Vegetables,Carrot Soup,Soup,Medium,296,18,38,50,Vitamin E,Magnesium,Vegetarian,Vegan,Heart Health,5,Great recipe!,No substitutions,3,39,36
Onion,137,slices,Vegetables,Onion Rings,Snack,Medium,122,25,45,50,Vitamin K,Zinc,Gluten-Free,Keto,Energy Boost,5,Easy to make,,4,29,99
Chicken,132,grams,Proteins,Chicken Stir-Fry,Dinner,Easy,482,7,16,7,Vitamin A,Iron,Italian Cuisine,Allergy: Nuts,Weight Loss,4,Delicious!,Almond milk instead of cow milk,4,41,38
Broccoli,142,ounces,Vegetables,Broccoli Salad,Lunch,Medium,389,9,20,13,Vitamin C,Calcium,Spicy Food,Dairy-Free,Muscle Gain,4,Needs more seasoning,Tofu instead of chicken,3,59,47
Rice,114,cups,Grains,Tomato Soup,Soup,Medium,236,45,31,38,Vitamin D,Potassium,Low-Carb,Low-Sodium,Maintenance,2,Too salty,,4,36,81
Tomato,74,pieces,Fruits,Spinach Smoothie,Breakfast,Easy,435,14,32,15,Vitamin E,Magnesium,Vegetarian,Vegan,Heart Health,4,Great recipe!,No substitutions,3,36,23
Spinach,58,slices,Dairy,Rice Pilaf,Snack,Hard,398,47,49,43,Vitamin K,Zinc,Gluten-Free,Keto,Energy Boost,1,Easy to make,,1,47,40
Beef,196,grams,Proteins,Beef Stir-Fry,Dinner,Medium,435,24,18,5,Vitamin A,Iron,Italian Cuisine,Allergy: Nuts,Weight Loss,5,Delicious!,Almond milk instead of cow milk,3,44,14
Lettuce,97,ounces,Vegetables,Lettuce Wraps,Lunch,Easy,479,15,50,13,Vitamin C,Calcium,Spicy Food,Dairy-Free,Muscle Gain,1,Needs more seasoning,Tofu instead of chicken,1,15,107
Potato,174,cups,Grains,Mashed Potatoes,Side Dish,Medium,189,25,26,45,Vitamin D,Potassium,Low-Carb,Low-Sodium,Maintenance,4,Too salty,,1,7,28
Carrot,78,pieces,Vegetables,Carrot Soup,Soup,Medium,347,33,9,32,Vitamin E,Magnesium,Vegetarian,Vegan,Heart Health,4,Great recipe!,No substitutions,3,38,41
Onion,187,slices,Vegetables,Onion Rings,Snack,Medium,306,36,47,13,Vitamin K,Zinc,Gluten-Free,Keto,Energy Boost,1,Easy to make,,2,57,108
Chicken,84,grams,Proteins,Chicken Stir-Fry,Dinner,Easy,484,25,39,23,Vitamin A,Iron,Italian Cuisine,Allergy: Nuts,Weight Loss,4,Delicious!,Almond milk instead of cow milk,1,36,13
Broccoli,177,ounces,Vegetables,Broccoli Salad,Lunch,Medium,103,39,21,12,Vitamin C,Calcium,Spicy Food,Dairy-Free,Muscle Gain,2,Needs more seasoning,Tofu instead of chicken,4,31,73
Rice,101,cups,Grains,Tomato Soup,Soup,Medium,295,31,22,41,Vitamin D,Potassium,Low-Carb,Low-Sodium,Maintenance,1,Too salty,,3,11,117
Tomato,178,pieces,Fruits,Spinach Smoothie,Breakfast,Easy,186,32,14,47,Vitamin E,Magnesium,Vegetarian,Vegan,Heart Health,2,Great recipe!,No substitutions,4,54,14
Spinach,105,slices,Dairy,Rice Pilaf,Snack,Hard,265,46,46,31,Vitamin K,Zinc,Gluten-Free,Keto,Energy Boost,5,Easy to make,,2,34,89
Beef,135,grams,Proteins,Beef Stir-Fry,Dinner,Medium,483,46,6,20,Vitamin A,Iron,Italian Cuisine,Allergy: Nuts,Weight Loss,4,Delicious!,Almond milk instead of cow milk,4,7,39
Lettuce,120,ounces,Vegetables,Lettuce Wraps,Lunch,Easy,275,49,26,42,Vitamin C,Calcium,Spicy Food,Dairy-Free,Muscle Gain,1,Needs more seasoning,Tofu instead of chicken,3,28,62
Potato,167,cups,Grains,Mashed Potatoes,Side Dish,Medium,161,15,15,24,Vitamin D,Potassium,Low-Carb,Low-Sodium,Maintenance,2,Too salty,,1,38,71
Carrot,179,pieces,Vegetables,Carrot Soup,Soup,Medium,305,31,37,26,Vitamin E,Magnesium,Vegetarian,Vegan,Heart Health,4,Great recipe!,No substitutions,3,10,57
Onion,186,slices,Vegetables,Onion Rings,Snack,Medium,485,41,15,22,Vitamin K,Zinc,Gluten-Free,Keto,Energy Boost,4,Easy to make,,3,38,51
Chicken,89,grams,Proteins,Chicken Stir-Fry,Dinner,Easy,395,41,6,44,Vitamin A,Iron,Italian Cuisine,Allergy: Nuts,Weight Loss,2,Delicious!,Almond milk instead of cow milk,2,27,120
Broccoli,65,ounces,Vegetables,Broccoli Salad,Lunch,Medium,182,25,10,27,Vitamin C,Calcium,Spicy Food,Dairy-Free,Muscle Gain,4,Needs more seasoning,Tofu instead of chicken,1,53,91
Rice,103,cups,Grains,Tomato Soup,Soup,Medium,271,49,49,34,Vitamin D,Potassium,Low-Carb,Low-Sodium,Maintenance,4,Too salty,,3,59,68
Tomato,187,pieces,Fruits,Spinach Smoothie,Breakfast,Easy,160,13,37,26,Vitamin E,Magnesium,Vegetarian,Vegan,Heart Health,3,Great recipe!,No substitutions,1,39,90
Spinach,146,slices,Dairy,Rice Pilaf,Snack,Hard,157,6,37,12,Vitamin K,Zinc,Gluten-Free,Keto,Energy Boost,1,Easy to make,,3,50,61
Beef,170,grams,Proteins,Beef Stir-Fry,Dinner,Medium,153,12,46,35,Vitamin A,Iron,Italian Cuisine,Allergy: Nuts,Weight Loss,3,Delicious!,Almond milk instead of cow milk,3,15,102
Lettuce,145,ounces,Vegetables,Lettuce Wraps,Lunch,Easy,235,50,39,13,Vitamin C,Calcium,Spicy Food,Dairy-Free,Muscle Gain,4,Needs more seasoning,Tofu instead of chicken,1,45,114
Potato,113,cups,Grains,Mashed Potatoes,Side Dish,Medium,265,8,20,33,Vitamin D,Potassium,Low-Carb,Low-Sodium,Maintenance,2,Too salty,,4,45,20
Carrot,90,pieces,Vegetables,Carrot Soup,Soup,Medium,312,13,37,21,Vitamin E,Magnesium,Vegetarian,Vegan,Heart Health,1,Great recipe!,No substitutions,3,21,14
Onion,187,slices,Vegetables,Onion Rings,Snack,Medium,354,5,28,28,Vitamin K,Zinc,Gluten-Free,Keto,Energy Boost,5,Easy to make,,4,60,71
Chicken,176,grams,Proteins,Chicken Stir-Fry,Dinner,Easy,408,38,18,23,Vitamin A,Iron,Italian Cuisine,Allergy: Nuts,Weight Loss,2,Delicious!,Almond milk instead of cow milk,2,23,62
Broccoli,155,ounces,Vegetables,Broccoli Salad,Lunch,Medium,428,43,17,28,Vitamin C,Calcium,Spicy Food,Dairy-Free,Muscle Gain,1,Needs more seasoning,Tofu instead of chicken,3,24,88
Rice,123,cups,Grains,Tomato Soup,Soup,Medium,339,26,45,11,Vitamin D,Potassium,Low-Carb,Low-Sodium,Maintenance,1,Too salty,,3,24,44
Tomato,198,pieces,Fruits,Spinach Smoothie,Breakfast,Easy,253,17,42,17,Vitamin E,Magnesium,Vegetarian,Vegan,Heart Health,2,Great recipe!,No substitutions,4,33,116
Spinach,103,slices,Dairy,Rice Pilaf,Snack,Hard,335,28,47,16,Vitamin K,Zinc,Gluten-Free,Keto,Energy Boost,4,Easy to make,,3,11,93
Beef,68,grams,Proteins,Beef Stir-Fry,Dinner,Medium,282,20,7,9,Vitamin A,Iron,Italian Cuisine,Allergy: Nuts,Weight Loss,3,Delicious!,Almond milk instead of cow milk,4,38,72
Lettuce,74,ounces,Vegetables,Lettuce Wraps,Lunch,Easy,479,44,41,27,Vitamin C,Calcium,Spicy Food,Dairy-Free,Muscle Gain,5,Needs more seasoning,Tofu instead of chicken,2,55,79
Potato,51,cups,Grains,Mashed Potatoes,Side Dish,Medium,441,19,47,42,Vitamin D,Potassium,Low-Carb,Low-Sodium,Maintenance,5,Too salty,,4,10,113
Carrot,199,pieces,Vegetables,Carrot Soup,Soup,Medium,248,25,7,40,Vitamin E,Magnesium,Vegetarian,Vegan,Heart Health,1,Great recipe!,No substitutions,4,50,60
Onion,72,slices,Vegetables,Onion Rings,Snack,Medium,489,46,37,24,Vitamin K,Zinc,Gluten-Free,Keto,Energy Boost,1,Easy to make,,2,51,69
Chicken,172,grams,Proteins,Chicken Stir-Fry,Dinner,Easy,304,13,20,25,Vitamin A,Iron,Italian Cuisine,Allergy: Nuts,Weight Loss,2,Delicious!,Almond milk instead of cow milk,1,42,76
Broccoli,114,ounces,Vegetables,Broccoli Salad,Lunch,Medium,214,50,7,48,Vitamin C,Calcium,Spicy Food,Dairy-Free,Muscle Gain,3,Needs more seasoning,Tofu instead of chicken,4,21,110
Rice,114,cups,Grains,Tomato Soup,Soup,Medium,106,42,43,7,Vitamin D,Potassium,Low-Carb,Low-Sodium,Maintenance,5,Too salty,,2,7,114
Tomato,148,pieces,Fruits,Spinach Smoothie,Breakfast,Easy,250,24,29,12,Vitamin E,Magnesium,Vegetarian,Vegan,Heart Health,1,Great recipe!,No substitutions,3,48,117
Spinach,67,slices,Dairy,Rice Pilaf,Snack,Hard,209,42,22,5,Vitamin K,Zinc,Gluten-Free,Keto,Energy Boost,4,Easy to make,,4,42,104
Beef,117,grams,Proteins,Beef Stir-Fry,Dinner,Medium,463,33,5,8,Vitamin A,Iron,Italian Cuisine,Allergy: Nuts,Weight Loss,2,Delicious!,Almond milk instead of cow milk,2,16,30
Lettuce,106,ounces,Vegetables,Lettuce Wraps,Lunch,Easy,198,18,33,35,Vitamin C,Calcium,Spicy Food,Dairy-Free,Muscle Gain,1,Needs more seasoning,Tofu instead of chicken,3,60,86
Potato,54,cups,Grains,Mashed Potatoes,Side Dish,Medium,361,41,12,47,Vitamin D,Potassium,Low-Carb,Low-Sodium,Maintenance,1,Too salty,,1,56,15
Carrot,136,pieces,Vegetables,Carrot Soup,Soup,Medium,476,15,26,50,Vitamin E,Magnesium,Vegetarian,Vegan,Heart Health,2,Great recipe!,No substitutions,2,39,113
Onion,64,slices,Vegetables,Onion Rings,Snack,Medium,168,22,16,5,Vitamin K,Zinc,Gluten-Free,Keto,Energy Boost,5,Easy to make,,1,60,75
Chicken,190,grams,Proteins,Chicken Stir-Fry,Dinner,Easy,246,25,43,29,Vitamin A,Iron,Italian Cuisine,Allergy: Nuts,Weight Loss,1,Delicious!,Almond milk instead of cow milk,1,16,51
Broccoli,200,ounces,Vegetables,Broccoli Salad,Lunch,Medium,428,13,35,14,Vitamin C,Calcium,Spicy Food,Dairy-Free,Muscle Gain,5,Needs more seasoning,Tofu instead of chicken,2,23,61
Rice,121,cups,Grains,Tomato Soup,Soup,Medium,184,16,15,30,Vitamin D,Potassium,Low-Carb,Low-Sodium,Maintenance,2,Too salty,,3,56,92
Tomato,137,pieces,Fruits,Spinach Smoothie,Breakfast,Easy,340,22,31,5,Vitamin E,Magnesium,Vegetarian,Vegan,Heart Health,2,Great recipe!,No substitutions,3,39,81
Spinach,108,slices,Dairy,Rice Pilaf,Snack,Hard,421,47,44,11,Vitamin K,Zinc,Gluten-Free,Keto,Energy Boost,5,Easy to make,,3,27,34
Beef,114,grams,Proteins,Beef Stir-Fry,Dinner,Medium,303,38,41,19,Vitamin A,Iron,Italian Cuisine,Allergy: Nuts,Weight Loss,2,Delicious!,Almond milk instead of cow milk,3,17,98
Lettuce,70,ounces,Vegetables,Lettuce Wraps,Lunch,Easy,339,27,16,15,Vitamin C,Calcium,Spicy Food,Dairy-Free,Muscle Gain,1,Needs more seasoning,Tofu instead of chicken,4,12,109
Potato,186,cups,Grains,Mashed Potatoes,Side Dish,Medium,252,27,9,42,Vitamin D,Potassium,Low-Carb,Low-Sodium,Maintenance,3,Too salty,,4,58,86
Carrot,167,pieces,Vegetables,Carrot Soup,Soup,Medium,139,41,14,32,Vitamin E,Magnesium,Vegetarian,Vegan,Heart Health,5,Great recipe!,No substitutions,4,5,116
Onion,197,slices,Vegetables,Onion Rings,Snack,Medium,164,45,7,36,Vitamin K,Zinc,Gluten-Free,Keto,Energy Boost,2,Easy to make,,4,29,33
Chicken,89,grams,Proteins,Chicken Stir-Fry,Dinner,Easy,260,28,12,5,Vitamin A,Iron,Italian Cuisine,Allergy: Nuts,Weight Loss,1,Delicious!,Almond milk instead of cow milk,4,36,111
Broccoli,74,ounces,Vegetables,Broccoli Salad,Lunch,Medium,407,33,5,40,Vitamin C,Calcium,Spicy Food,Dairy-Free,Muscle Gain,2,Needs more seasoning,Tofu instead of chicken,1,41,51
Rice,137,cups,Grains,Tomato Soup,Soup,Medium,272,21,21,48,Vitamin D,Potassium,Low-Carb,Low-Sodium,Maintenance,1,Too salty,,1,29,12
Tomato,135,pieces,Fruits,Spinach Smoothie,Breakfast,Easy,278,24,13,44,Vitamin E,Magnesium,Vegetarian,Vegan,Heart Health,3,Great recipe!,No substitutions,2,34,21
Spinach,67,slices,Dairy,Rice Pilaf,Snack,Hard,426,32,11,26,Vitamin K,Zinc,Gluten-Free,Keto,Energy Boost,3,Easy to make,,1,17,116
Beef,99,grams,Proteins,Beef Stir-Fry,Dinner,Medium,264,32,21,25,Vitamin A,Iron,Italian Cuisine,Allergy: Nuts,Weight Loss,3,Delicious!,Almond milk instead of cow milk,3,33,71
Lettuce,173,ounces,Vegetables,Lettuce Wraps,Lunch,Easy,433,46,47,10,Vitamin C,Calcium,Spicy Food,Dairy-Free,Muscle Gain,1,Needs more seasoning,Tofu instead of chicken,3,21,75
Potato,85,cups,Grains,Mashed Potatoes,Side Dish,Medium,151,15,33,11,Vitamin D,Potassium,Low-Carb,Low-Sodium,Maintenance,5,Too salty,,1,30,20
Carrot,94,pieces,Vegetables,Carrot Soup,Soup,Medium,114,14,45,22,Vitamin E,Magnesium,Vegetarian,Vegan,Heart Health,2,Great recipe!,No substitutions,4,42,38
Onion,163,slices,Vegetables,Onion Rings,Snack,Medium,197,43,49,13,Vitamin K,Zinc,Gluten-Free,Keto,Energy Boost,3,Easy to make,,3,29,80
Chicken,153,grams,Proteins,Chicken Stir-Fry,Dinner,Easy,269,11,50,8,Vitamin A,Iron,Italian Cuisine,Allergy: Nuts,Weight Loss,4,Delicious!,Almond milk instead of cow milk,3,50,117
Broccoli,164,ounces,Vegetables,Broccoli Salad,Lunch,Medium,295,12,27,50,Vitamin C,Calcium,Spicy Food,Dairy-Free,Muscle Gain,5,Needs more seasoning,Tofu instead of chicken,1,50,69
Rice,100,cups,Grains,Tomato Soup,Soup,Medium,355,45,32,44,Vitamin D,Potassium,Low-Carb,Low-Sodium,Maintenance,3,Too salty,,4,51,34
Tomato,188,pieces,Fruits,Spinach Smoothie,Breakfast,Easy,155,21,45,16,Vitamin E,Magnesium,Vegetarian,Vegan,Heart Health,2,Great recipe!,No substitutions,1,34,30
Spinach,133,slices,Dairy,Rice Pilaf,Snack,Hard,399,16,6,17,Vitamin K,Zinc,Gluten-Free,Keto,Energy Boost,3,Easy to make,,4,32,35
Beef,99,grams,Proteins,Beef Stir-Fry,Dinner,Medium,352,48,40,38,Vitamin A,Iron,Italian Cuisine,Allergy: Nuts,Weight Loss,1,Delicious!,Almond milk instead of cow milk,3,42,71
Lettuce,175,ounces,Vegetables,Lettuce Wraps,Lunch,Easy,347,50,23,9,Vitamin C,Calcium,Spicy Food,Dairy-Free,Muscle Gain,5,Needs more seasoning,Tofu instead of chicken,1,18,10
Potato,123,cups,Grains,Mashed Potatoes,Side Dish,Medium,283,40,6,17,Vitamin D,Potassium,Low-Carb,Low-Sodium,Maintenance,4,Too salty,,1,34,27
Carrot,182,pieces,Vegetables,Carrot Soup,Soup,Medium,237,48,27,24,Vitamin E,Magnesium,Vegetarian,Vegan,Heart Health,1,Great recipe!,No substitutions,3,6,96
Onion,118,slices,Vegetables,Onion Rings,Snack,Medium,110,16,13,18,Vitamin K,Zinc,Gluten-Free,Keto,Energy Boost,2,Easy to make,,1,18,42
Chicken,125,grams,Proteins,Chicken Stir-Fry,Dinner,Easy,177,44,35,16,Vitamin A,Iron,Italian Cuisine,Allergy: Nuts,Weight Loss,5,Delicious!,Almond milk instead of cow milk,1,33,58
Broccoli,55,ounces,Vegetables,Broccoli Salad,Lunch,Medium,219,47,8,27,Vitamin C,Calcium,Spicy Food,Dairy-Free,Muscle Gain,2,Needs more seasoning,Tofu instead of chicken,4,57,13
Rice,55,cups,Grains,Tomato Soup,Soup,Medium,385,47,11,50,Vitamin D,Potassium,Low-Carb,Low-Sodium,Maintenance,2,Too salty,,4,29,78
Tomato,114,pieces,Fruits,Spinach Smoothie,Breakfast,Easy,400,10,15,36,Vitamin E,Magnesium,Vegetarian,Vegan,Heart Health,3,Great recipe!,No substitutions,4,41,61
Spinach,151,slices,Dairy,Rice Pilaf,Snack,Hard,308,13,40,16,Vitamin K,Zinc,Gluten-Free,Keto,Energy Boost,4,Easy to make,,2,8,40
Beef,195,grams,Proteins,Beef Stir-Fry,Dinner,Medium,183,46,48,23,Vitamin A,Iron,Italian Cuisine,Allergy: Nuts,Weight Loss,2,Delicious!,Almond milk instead of cow milk,2,39,68
Lettuce,190,ounces,Vegetables,Lettuce Wraps,Lunch,Easy,480,30,40,19,Vitamin C,Calcium,Spicy Food,Dairy-Free,Muscle Gain,4,Needs more seasoning,Tofu instead of chicken,1,47,119
Potato,115,cups,Grains,Mashed Potatoes,Side Dish,Medium,365,24,32,35,Vitamin D,Potassium,Low-Carb,Low-Sodium,Maintenance,1,Too salty,,3,47,101
Carrot,171,pieces,Vegetables,Carrot Soup,Soup,Medium,170,48,45,18,Vitamin E,Magnesium,Vegetarian,Vegan,Heart Health,3,Great recipe!,No substitutions,1,30,57
Onion,198,slices,Vegetables,Onion Rings,Snack,Medium,184,5,21,18,Vitamin K,Zinc,Gluten-Free,Keto,Energy Boost,5,Easy to make,,4,54,88
Chicken,70,grams,Proteins,Chicken Stir-Fry,Dinner,Easy,153,14,43,16,Vitamin A,Iron,Italian Cuisine,Allergy: Nuts,Weight Loss,3,Delicious!,Almond milk instead of cow milk,3,25,67
Broccoli,113,ounces,Vegetables,Broccoli Salad,Lunch,Medium,353,37,42,8,Vitamin C,Calcium,Spicy Food,Dairy-Free,Muscle Gain,2,Needs more seasoning,Tofu instead of chicken,2,24,26
Rice,91,cups,Grains,Tomato Soup,Soup,Medium,339,37,45,40,Vitamin D,Potassium,Low-Carb,Low-Sodium,Maintenance,4,Too salty,,1,39,95
Tomato,143,pieces,Fruits,Spinach Smoothie,Breakfast,Easy,177,8,48,21,Vitamin E,Magnesium,Vegetarian,Vegan,Heart Health,2,Great recipe!,No substitutions,4,40,86
Spinach,186,slices,Dairy,Rice Pilaf,Snack,Hard,211,43,47,20,Vitamin K,Zinc,Gluten-Free,Keto,Energy Boost,1,Easy to make,,2,40,92
Beef,187,grams,Proteins,Beef Stir-Fry,Dinner,Medium,486,15,32,41,Vitamin A,Iron,Italian Cuisine,Allergy: Nuts,Weight Loss,5,Delicious!,Almond milk instead of cow milk,1,26,116
Lettuce,68,ounces,Vegetables,Lettuce Wraps,Lunch,Easy,430,20,26,32,Vitamin C,Calcium,Spicy Food,Dairy-Free,Muscle Gain,4,Needs more seasoning,Tofu instead of chicken,3,8,35
Potato,77,cups,Grains,Mashed Potatoes,Side Dish,Medium,423,5,16,46,Vitamin D,Potassium,Low-Carb,Low-Sodium,Maintenance,1,Too salty,,4,44,63
Carrot,148,pieces,Vegetables,Carrot Soup,Soup,Medium,441,16,19,31,Vitamin E,Magnesium,Vegetarian,Vegan,Heart Health,2,Great recipe!,No substitutions,1,48,28
Onion,98,slices,Vegetables,Onion Rings,Snack,Medium,163,39,16,15,Vitamin K,Zinc,Gluten-Free,Keto,Energy Boost,4,Easy to make,,1,12,113
Chicken,104,grams,Proteins,Chicken Stir-Fry,Dinner,Easy,305,23,47,25,Vitamin A,Iron,Italian Cuisine,Allergy: Nuts,Weight Loss,1,Delicious!,Almond milk instead of cow milk,1,56,96
Broccoli,192,ounces,Vegetables,Broccoli Salad,Lunch,Medium,301,48,43,31,Vitamin C,Calcium,Spicy Food,Dairy-Free,Muscle Gain,5,Needs more seasoning,Tofu instead of chicken,1,35,116
Rice,132,cups,Grains,Tomato Soup,Soup,Medium,425,49,41,18,Vitamin D,Potassium,Low-Carb,Low-Sodium,Maintenance,5,Too salty,,4,34,39
Tomato,102,pieces,Fruits,Spinach Smoothie,Breakfast,Easy,196,15,32,39,Vitamin E,Magnesium,Vegetarian,Vegan,Heart Health,4,Great recipe!,No substitutions,4,50,108
Spinach,99,slices,Dairy,Rice Pilaf,Snack,Hard,346,31,28,16,Vitamin K,Zinc,Gluten-Free,Keto,Energy Boost,2,Easy to make,,2,36,36
Beef,183,grams,Proteins,Beef Stir-Fry,Dinner,Medium,142,38,50,5,Vitamin A,Iron,Italian Cuisine,Allergy: Nuts,Weight Loss,3,Delicious!,Almond milk instead of cow milk,2,50,49
Lettuce,118,ounces,Vegetables,Lettuce Wraps,Lunch,Easy,205,24,12,9,Vitamin C,Calcium,Spicy Food,Dairy-Free,Muscle Gain,3,Needs more seasoning,Tofu instead of chicken,3,51,70
Potato,176,cups,Grains,Mashed Potatoes,Side Dish,Medium,470,12,39,17,Vitamin D,Potassium,Low-Carb,Low-Sodium,Maintenance,4,Too salty,,1,44,86
Carrot,94,pieces,Vegetables,Carrot Soup,Soup,Medium,391,10,13,11,Vitamin E,Magnesium,Vegetarian,Vegan,Heart Health,1,Great recipe!,No substitutions,3,19,84
Onion,162,slices,Vegetables,Onion Rings,Snack,Medium,179,46,48,22,Vitamin K,Zinc,Gluten-Free,Keto,Energy Boost,2,Easy to make,,3,15,78
Chicken,68,grams,Proteins,Chicken Stir-Fry,Dinner,Easy,313,44,37,29,Vitamin A,Iron,Italian Cuisine,Allergy: Nuts,Weight Loss,4,Delicious!,Almond milk instead of cow milk,3,34,92
Broccoli,101,ounces,Vegetables,Broccoli Salad,Lunch,Medium,181,9,34,47,Vitamin C,Calcium,Spicy Food,Dairy-Free,Muscle Gain,5,Needs more seasoning,Tofu instead of chicken,4,60,45
Rice,101,cups,Grains,Tomato Soup,Soup,Medium,313,43,27,17,Vitamin D,Potassium,Low-Carb,Low-Sodium,Maintenance,1,Too salty,,3,42,66
Tomato,68,pieces,Fruits,Spinach Smoothie,Breakfast,Easy,125,32,33,41,Vitamin E,Magnesium,Vegetarian,Vegan,Heart Health,5,Great recipe!,No substitutions,4,25,53
Spinach,105,slices,Dairy,Rice Pilaf,Snack,Hard,477,9,23,42,Vitamin K,Zinc,Gluten-Free,Keto,Energy Boost,4,Easy to make,,2,24,40
Beef,176,grams,Proteins,Beef Stir-Fry,Dinner,Medium,455,26,48,6,Vitamin A,Iron,Italian Cuisine,Allergy: Nuts,Weight Loss,1,Delicious!,Almond milk instead of cow milk,4,36,83
Lettuce,191,ounces,Vegetables,Lettuce Wraps,Lunch,Easy,321,47,39,25,Vitamin C,Calcium,Spicy Food,Dairy-Free,Muscle Gain,4,Needs more seasoning,Tofu instead of chicken,1,41,48
Potato,124,cups,Grains,Mashed Potatoes,Side Dish,Medium,234,39,30,20,Vitamin D,Potassium,Low-Carb,Low-Sodium,Maintenance,4,Too salty,,2,14,101
Carrot,165,pieces,Vegetables,Carrot Soup,Soup,Medium,474,12,33,6,Vitamin E,Magnesium,Vegetarian,Vegan,Heart Health,4,Great recipe!,No substitutions,4,34,85
Onion,78,slices,Vegetables,Onion Rings,Snack,Medium,178,20,6,13,Vitamin K,Zinc,Gluten-Free,Keto,Energy Boost,2,Easy to make,,1,32,50
Chicken,111,grams,Proteins,Chicken Stir-Fry,Dinner,Easy,136,17,23,11,Vitamin A,Iron,Italian Cuisine,Allergy: Nuts,Weight Loss,5,Delicious!,Almond milk instead of cow milk,3,32,44
Broccoli,59,ounces,Vegetables,Broccoli Salad,Lunch,Medium,364,6,33,9,Vitamin C,Calcium,Spicy Food,Dairy-Free,Muscle Gain,5,Needs more seasoning,Tofu instead of chicken,4,8,45
Rice,120,cups,Grains,Tomato Soup,Soup,Medium,103,20,37,43,Vitamin D,Potassium,Low-Carb,Low-Sodium,Maintenance,5,Too salty,,1,59,52
Tomato,54,pieces,Fruits,Spinach Smoothie,Breakfast,Easy,341,49,13,50,Vitamin E,Magnesium,Vegetarian,Vegan,Heart Health,3,Great recipe!,No substitutions,1,34,52
Spinach,167,slices,Dairy,Rice Pilaf,Snack,Hard,256,44,40,19,Vitamin K,Zinc,Gluten-Free,Keto,Energy Boost,2,Easy to make,,2,30,57
Beef,74,grams,Proteins,Beef Stir-Fry,Dinner,Medium,182,36,50,22,Vitamin A,Iron,Italian Cuisine,Allergy: Nuts,Weight Loss,3,Delicious!,Almond milk instead of cow milk,4,51,58
Lettuce,194,ounces,Vegetables,Lettuce Wraps,Lunch,Easy,240,21,38,11,Vitamin C,Calcium,Spicy Food,Dairy-Free,Muscle Gain,3,Needs more seasoning,Tofu instead of chicken,4,14,57
Potato,162,cups,Grains,Mashed Potatoes,Side Dish,Medium,226,42,45,41,Vitamin D,Potassium,Low-Carb,Low-Sodium,Maintenance,3,Too salty,,3,49,30
Carrot,97,pieces,Vegetables,Carrot Soup,Soup,Medium,335,29,13,40,Vitamin E,Magnesium,Vegetarian,Vegan,Heart Health,1,Great recipe!,No substitutions,1,10,21
Onion,192,slices,Vegetables,Onion Rings,Snack,Medium,331,25,28,12,Vitamin K,Zinc,Gluten-Free,Keto,Energy Boost,5,Easy to make,,4,40,57
Chicken,98,grams,Proteins,Chicken Stir-Fry,Dinner,Easy,128,13,20,50,Vitamin A,Iron,Italian Cuisine,Allergy: Nuts,Weight Loss,4,Delicious!,Almond milk instead of cow milk,3,10,43
Broccoli,123,ounces,Vegetables,Broccoli Salad,Lunch,Medium,394,26,17,5,Vitamin C,Calcium,Spicy Food,Dairy-Free,Muscle Gain,5,Needs more seasoning,Tofu instead of chicken,2,8,77
Rice,128,cups,Grains,Tomato Soup,Soup,Medium,389,31,25,50,Vitamin D,Potassium,Low-Carb,Low-Sodium,Maintenance,2,Too salty,,1,60,108
Tomato,172,pieces,Fruits,Spinach Smoothie,Breakfast,Easy,134,36,43,38,Vitamin E,Magnesium,Vegetarian,Vegan,Heart Health,2,Great recipe!,No substitutions,4,46,38
Spinach,131,slices,Dairy,Rice Pilaf,Snack,Hard,458,12,22,30,Vitamin K,Zinc,Gluten-Free,Keto,Energy Boost,1,Easy to make,,4,23,36
Beef,107,grams,Proteins,Beef Stir-Fry,Dinner,Medium,142,33,21,9,Vitamin A,Iron,Italian Cuisine,Allergy: Nuts,Weight Loss,5,Delicious!,Almond milk instead of cow milk,4,14,36
Lettuce,180,ounces,Vegetables,Lettuce Wraps,Lunch,Easy,322,38,26,22,Vitamin C,Calcium,Spicy Food,Dairy-Free,Muscle Gain,4,Needs more seasoning,Tofu instead of chicken,1,9,73
Potato,88,cups,Grains,Mashed Potatoes,Side Dish,Medium,475,43,48,5,Vitamin D,Potassium,Low-Carb,Low-Sodium,Maintenance,1,Too salty,,3,32,40
Carrot,90,pieces,Vegetables,Carrot Soup,Soup,Medium,260,35,30,36,Vitamin E,Magnesium,Vegetarian,Vegan,Heart Health,5,Great recipe!,No substitutions,3,48,18
